n,theta,R,sigma,rep,capacity,actual_types,sum_p,sum_e,algorithm,objective,best_bound,certified,nodes,runtime,incumbent_initial,time_limit,available,recharges,makespan,total_recharge_time,battery_utilization
100,0.500000,0.400000,4.500000,13,225,98,1605,2686,"GRASP-PR full-recharge heuristic",28,28.000000,1,2180,0.069444,31,30.000000,1,13,4660.000000,3055.000000,0.918291
100,0.500000,0.400000,4.500000,14,225,96,1529,2675,"GRASP-PR full-recharge heuristic",34,30.000000,0,528285,15.004012,35,30.000000,1,13,4584.000000,3055.000000,0.914530
100,0.500000,0.400000,4.500000,15,225,97,1657,2436,"GRASP-PR full-recharge heuristic",34,32.000000,0,484359,15.073905,36,30.000000,1,11,4242.000000,2585.000000,0.984242
100,0.500000,0.400000,4.500000,16,225,94,1506,2635,"GRASP-PR full-recharge heuristic",29,27.000000,0,509398,15.136875,34,30.000000,1,12,4326.000000,2820.000000,0.975926
100,0.500000,0.400000,4.500000,17,225,98,1718,2800,"GRASP-PR full-recharge heuristic",28,28.000000,1,92839,2.668589,31,30.000000,1,13,4773.000000,3055.000000,0.957265
100,0.500000,0.400000,4.500000,18,221,96,1633,2608,"GRASP-PR full-recharge heuristic",29,26.000000,0,522426,15.324849,32,30.000000,1,12,4405.000000,2772.000000,0.983409
100,0.500000,0.400000,4.500000,19,225,94,1553,2768,"GRASP-PR full-recharge heuristic",29,28.000000,0,496908,15.095381,33,30.000000,1,13,4608.000000,3055.000000,0.946325
100,0.500000,0.400000,4.500000,20,225,96,1605,2797,"GRASP-PR full-recharge heuristic",31,29.000000,0,561574,15.039998,36,30.000000,1,13,4660.000000,3055.000000,0.956239
100,0.500000,0.400000,5.000000,0,250,94,1576,2692,"GRASP-PR full-recharge heuristic",23,23.000000,1,113390,3.753804,25,30.000000,1,12,4696.000000,3120.000000,0.897333
100,0.500000,0.400000,5.000000,1,250,96,1480,2515,"GRASP-PR full-recharge heuristic",30,27.000000,0,453515,15.058385,35,30.000000,1,11,4340.000000,2860.000000,0.914545
100,0.500000,0.400000,5.000000,2,250,95,1683,2639,"GRASP-PR full-recharge heuristic",34,33.000000,0,412555,15.107410,36,30.000000,1,11,4543.000000,2860.000000,0.959636
100,0.500000,0.400000,5.000000,3,250,97,1639,2733,"GRASP-PR full-recharge heuristic",31,30.000000,0,485795,15.015285,33,30.000000,1,12,4759.000000,3120.000000,0.911000
100,0.500000,0.400000,5.000000,4,245,98,1601,2654,"GRASP-PR full-recharge heuristic",28,27.000000,0,497282,15.064032,31,30.000000,1,12,4661.000000,3060.000000,0.902721
100,0.500000,0.400000,5.000000,5,250,97,1582,2717,"GRASP-PR full-recharge heuristic",30,30.000000,1,69087,2.254132,35,30.000000,1,12,4702.000000,3120.000000,0.905667
100,0.500000,0.400000,5.000000,6,250,96,1515,2505,"GRASP-PR full-recharge heuristic",27,26.000000,0,483628,15.052179,28,30.000000,1,11,4375.000000,2860.000000,0.910909
100,0.500000,0.400000,5.000000,7,250,97,1648,2548,"GRASP-PR full-recharge heuristic",30,28.000000,0,457169,15.052377,35,30.000000,1,11,4508.000000,2860.000000,0.926545
100,0.500000,0.400000,5.000000,8,245,96,1657,2540,"GRASP-PR full-recharge heuristic",30,29.000000,0,503284,15.061837,36,30.000000,1,11,4462.000000,2805.000000,0.942486
100,0.500000,0.400000,5.000000,9,250,98,1475,2435,"GRASP-PR full-recharge heuristic",31,29.000000,0,435981,15.097691,32,30.000000,1,10,4075.000000,2600.000000,0.974000
100,0.500000,0.400000,5.000000,10,245,97,1499,2612,"GRASP-PR full-recharge heuristic",29,28.000000,0,499946,15.003398,31,30.000000,1,11,4304.000000,2805.000000,0.969202
100,0.500000,0.400000,5.000000,11,250,95,1637,2454,"GRASP-PR full-recharge heuristic",31,29.000000,0,462469,15.089243,32,30.000000,1,10,4237.000000,2600.000000,0.981600
100,0.500000,0.400000,5.000000,12,245,97,1555,2613,"GRASP-PR full-recharge heuristic",32,27.000000,0,461276,15.024051,37,30.000000,1,11,4360.000000,2805.000000,0.969573
100,0.500000,0.400000,5.000000,13,250,98,1605,2686,"GRASP-PR full-recharge heuristic",29,28.000000,0,489452,15.009241,31,30.000000,1,12,4725.000000,3120.000000,0.895333
100,0.500000,0.400000,5.000000,14,250,96,1529,2675,"GRASP-PR full-recharge heuristic",31,30.000000,0,492882,15.082199,34,30.000000,1,11,4389.000000,2860.000000,0.972727
100,0.500000,0.400000,5.000000,15,250,97,1657,2436,"GRASP-PR full-recharge heuristic",32,32.000000,1,73462,2.378793,36,30.000000,1,11,4517.000000,2860.000000,0.885818
100,0.500000,0.400000,5.000000,16,250,94,1506,2635,"GRASP-PR full-recharge heuristic",28,27.000000,0,479503,15.068474,29,30.000000,1,11,4366.000000,2860.000000,0.958182
100,0.500000,0.400000,5.000000,17,250,98,1718,2800,"GRASP-PR full-recharge heuristic",30,27.000000,0,507311,15.017135,32,30.000000,1,12,4838.000000,3120.000000,0.933333
100,0.500000,0.400000,5.000000,18,245,96,1633,2608,"GRASP-PR full-recharge heuristic",29,26.000000,0,469506,15.019142,35,30.000000,1,11,4438.000000,2805.000000,0.967718
100,0.500000,0.400000,5.000000,19,250,94,1553,2768,"GRASP-PR full-recharge heuristic",31,28.000000,0,512871,15.075528,32,30.000000,1,12,4673.000000,3120.000000,0.922667
100,0.500000,0.400000,5.000000,20,250,96,1605,2797,"GRASP-PR full-recharge heuristic",31,29.000000,0,575122,16.944602,33,30.000000,1,12,4725.000000,3120.000000,0.932333
