n,theta,R,sigma,rep,capacity,actual_types,sum_p,sum_e,algorithm,objective,best_bound,certified,nodes,runtime,incumbent_initial,time_limit,available,recharges,makespan,total_recharge_time,battery_utilization
50,0.500000,0.400000,5.000000,17,250,50,739,1260,"GRASP-PR heuristic",15,15.000000,1,0,0.001377,15,30.000000,1,6,2059.000000,1320.000000,0.840000
50,0.500000,0.400000,5.000000,18,250,49,798,1405,"GRASP-PR heuristic",16,16.000000,1,0,0.001517,16,30.000000,1,7,2273.000000,1475.000000,0.802857
50,0.500000,0.400000,5.000000,19,250,50,796,1263,"GRASP-PR heuristic",14,14.000000,1,400,0.006711,15,30.000000,1,6,2119.000000,1323.000000,0.842000
50,0.500000,0.400000,5.000000,20,245,49,737,1446,"GRASP-PR heuristic",18,18.000000,1,0,0.001572,18,30.000000,1,7,2253.000000,1516.000000,0.843149
50,0.500000,0.400000,5.500000,0,275,48,814,1289,"GRASP-PR heuristic",14,14.000000,1,400,0.007110,15,30.000000,1,6,2163.000000,1349.000000,0.781212
50,0.500000,0.400000,5.500000,1,275,47,859,1096,"GRASP-PR heuristic",12,12.000000,1,0,0.001310,12,30.000000,1,5,2005.000000,1146.000000,0.797091
50,0.500000,0.400000,5.500000,2,275,49,916,1281,"GRASP-PR heuristic",13,13.000000,1,0,0.001311,13,30.000000,1,6,2257.000000,1341.000000,0.776364
50,0.500000,0.400000,5.500000,3,270,49,741,1482,"GRASP-PR heuristic",15,15.000000,1,0,0.001459,15,30.000000,1,7,2293.000000,1552.000000,0.784127
50,0.500000,0.400000,5.500000,4,275,49,756,1285,"GRASP-PR heuristic",17,17.000000,1,0,0.001289,17,30.000000,1,6,2101.000000,1345.000000,0.778788
50,0.500000,0.400000,5.500000,5,275,49,849,1440,"GRASP-PR heuristic",18,18.000000,1,0,0.001463,18,30.000000,1,6,2349.000000,1500.000000,0.872727
50,0.500000,0.400000,5.500000,6,275,49,855,1331,"GRASP-PR heuristic",14,14.000000,1,400,0.006664,15,30.000000,1,6,2246.000000,1391.000000,0.806667
50,0.500000,0.400000,5.500000,7,275,49,898,1433,"GRASP-PR heuristic",15,15.000000,1,0,0.001476,15,30.000000,1,6,2391.000000,1493.000000,0.868485
